Borough,Date,Event Type,Event Location,Level of Offense,Crime Description
Manhattan,12/23/2023,Special Event,Bowling Green,FELONY,ASSAULT POLICE/PEACE OFFICER
Manhattan,12/23/2023,Special Event,Bowling Green,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Manhattan,12/24/2023,Special Event,Union Square Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Manhattan,12/25/2023,Special Event,Dante Park,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Manhattan,12/26/2023,Sport - Youth,James J Walker Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Manhattan,12/27/2023,Special Event,Central Park,FELONY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP"
Manhattan,12/27/2023,Special Event,Central Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Manhattan,12/28/2023,Special Event,Battery Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Manhattan,12/28/2023,Special Event,Battery Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Manhattan,12/28/2023,Special Event,Battery Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,12/29/2023,Special Event,Dante Park,FELONY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP"
Manhattan,12/29/2023,Special Event,Dante Park,MISDEMEANOR,"CHILD, ENDANGERING WELFARE"
Manhattan,12/29/2023,Special Event,Dante Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,12/30/2023,Special Event,Damrosch Park,FELONY,"LARCENY,GRAND BY DISHONEST EMP"
Manhattan,12/30/2023,Special Event,Damrosch Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Manhattan,12/30/2023,Special Event,Damrosch Park,MISDEMEANOR,"CRIMINAL MISCHIEF 4TH, GRAFFIT"
Queens,01/31/2023,Sport - Youth,College Point Fields,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Queens,05/17/2023,Special Event,Forest Park,FELONY,"CANNABIS POSSESSION, 2&1"
Queens,05/30/2023,Sport - Adult,Roy Wilkins Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,07/01/2023,Special Event,Beach 17 Playground (O'Donohue Park),FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION"
Queens,07/17/2023,Sport - Adult,Big Bush Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,08/11/2023,Special Event,Bayswater Park,FELONY,CRIMINAL CONTEMPT 1
Queens,09/02/2023,Sport - Youth,Forest Park,FELONY,"TAMPERING 1,CRIMINAL"
Queens,09/10/2023,Special Event,Crocheron Park,FELONY,"BURGLARY,RESIDENCE,UNKNOWN TIM"
Queens,10/01/2023,Sport - Adult,Frank Principe Park / Maurice Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,10/10/2023,Sport - Adult,Murray Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,10/17/2023,Sport - Youth,Addabbo Park,FELONY,"CONTROLLED SUBSTANCE,SALE 3"
Queens,10/27/2023,Special Event,Forest Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,11/01/2023,Sport - Youth,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,11/05/2023,Special Event,Crocheron Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Queens,11/15/2023,Special Event,Travers Park,FELONY,"LARCENY,GRAND OF AUTO"
Queens,11/18/2023,Sport - Adult,Baisley Pond Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Queens,11/20/2023,Sport - Adult,Astoria Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Queens,11/30/2023,Sport - Adult,Hinton Park,MISDEMEANOR,"LARCENY,PETIT FROM AUTO"
Queens,12/01/2023,Special Event,Idlewild Park,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Queens,12/01/2023,Special Event,Idlewild Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Queens,12/01/2023,Special Event,Idlewild Park,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)"
Queens,12/01/2023,Special Event,Idlewild Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Queens,12/02/2023,Sport - Youth,Montbellier Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Queens,12/04/2023,Special Event,Playground Ninety,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Queens,12/05/2023,Sport - Youth,College Point Fields,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER"
Queens,12/06/2023,Special Event,Vernon Mall,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Queens,12/07/2023,Special Event,Rockaway Beach and Boardwalk,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,12/08/2023,Sport - Youth,Flushing Meadows Corona Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE"
Queens,12/09/2023,Sport - Adult,Murray Playground,FELONY,UNAUTHORIZED USE VEHICLE 2
Queens,12/10/2023,Sport - Adult,Montbellier Park,FELONY,CRIMINAL CONTEMPT 1
Queens,12/11/2023,Special Event,Travers Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,12/11/2023,Special Event,Travers Park,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Queens,12/13/2023,Sport - Youth,Astoria Park,FELONY,"LARCENY,GRAND OF AUTO"
Queens,12/14/2023,Sport - Youth,College Point Fields,FELONY,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE"
Queens,12/18/2023,Special Event,Athens Square,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Queens,12/19/2023,Special Event,Athens Square,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Queens,12/19/2023,Special Event,Athens Square,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,12/19/2023,Special Event,Athens Square,MISDEMEANOR,ASSAULT 3
Queens,12/19/2023,Special Event,Athens Square,MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES"
Queens,12/19/2023,Special Event,Athens Square,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Queens,12/20/2023,Special Event,Vernon Mall,MISDEMEANOR,"MENACING,UNCLASSIFIED"
Queens,12/21/2023,Special Event,Evergreen Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Queens,12/22/2023,Special Event,Rockaway Beach and Boardwalk,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Queens,12/25/2023,Special Event,Travers Park,FELONY,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD"
Queens,12/25/2023,Special Event,Travers Park,FELONY,RAPE 3
Queens,12/25/2023,Special Event,Travers Park,MISDEMEANOR,ASSAULT 3
Queens,12/25/2023,Special Event,Travers Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Queens,12/26/2023,Sport - Youth,Astoria Park,MISDEMEANOR,"CHILD, ENDANGERING WELFARE"
Queens,12/27/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"LARCENY,PETIT FROM AUTO"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,ASSAULT 3
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT FROM AUTO"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,12/31/2023,Special Event,Cunningham Park,FELONY,"BURGLARY,RESIDENCE,DAY"
Queens,12/31/2023,Special Event,Cunningham Park,FELONY,"MISCHIEF, CRIMINAL 3 & 2, OF M"
Staten Island,02/16/2023,Special Event,Walker Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Staten Island,08/11/2023,Special Event,Walker Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Staten Island,09/21/2023,Sport - Adult,Schmul Park,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Staten Island,09/28/2023,Sport - Adult,Schmul Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Staten Island,10/16/2023,Sport - Youth,Markham Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Staten Island,11/17/2023,Sport - Youth,Freshkills Park,FELONY,"LARCENY,GRAND OF AUTO"
Staten Island,12/01/2023,Special Event,LaTourette Park & Golf Course,FELONY,"BURGLARY,RESIDENCE,UNKNOWN TIM"
Staten Island,12/10/2023,Sport - Youth,Fairview Park,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Staten Island,12/11/2023,Sport - Adult,Freshkills Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Staten Island,12/12/2023,Sport - Youth,Fairview Park,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)"
Staten Island,12/16/2023,Sport - Youth,Cpl. Thompson Park,FELONY,"LARCENY,GRAND OF AUTO"
Staten Island,12/21/2023,Sport - Youth,Freshkills Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Staten Island,12/22/2023,Sport - Adult,Freshkills Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Staten Island,12/24/2023,Sport - Youth,Freshkills Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Staten Island,12/24/2023,Sport - Youth,Freshkills Park,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Staten Island,12/28/2023,Sport - Youth,Bloomingdale Park,MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Staten Island,12/30/2023,Sport - Youth,Freshkills Park,MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES"
Staten Island,12/31/2023,Special Event,Conference House Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Bronx,01/25/2023,Special Event,Ferry Point Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,01/29/2023,Special Event,Soundview Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,02/04/2023,Sport - Youth,Pelham Bay Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,02/11/2023,Sport - Adult,Reverend T. Wendell Foster Park,FELONY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)"
Bronx,06/14/2023,Special Event,Walter Gladwin Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,06/17/2023,Special Event,Van Cortlandt Park,FELONY,"FORGERY,M.V. REGISTRATION"
Bronx,07/15/2023,Special Event,Devoe Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,07/22/2023,Special Event,Williamsbridge Oval,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,08/12/2023,Special Event,Pelham Bay Park and Orchard Beach,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Bronx,08/20/2023,Sport - Youth,Pelham Bay Little League,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,08/22/2023,Sport - Adult,Pelham Bay Park,MISDEMEANOR,ASSAULT 3
Bronx,08/22/2023,Sport - Adult,Pelham Bay Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,09/09/2023,Special Event,Ferry Point Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,09/19/2023,Sport - Youth,Colgate Close,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Bronx,09/20/2023,Sport - Youth,Goble Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,09/23/2023,Special Event,Pelham Bay Park and Orchard Beach,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Bronx,10/07/2023,Sport - Youth,Bronx Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,10/13/2023,Special Event,Bronx Park,FELONY,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED"
Bronx,10/14/2023,Sport - Youth,Behagen Playground,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Bronx,10/15/2023,Sport - Youth,Parque De Los Ninos,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,10/22/2023,Special Event,Joyce Kilmer Park,FELONY,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE
Bronx,10/24/2023,Sport - Youth,Castle Hill Little League,MISDEMEANOR,"CONTEMPT,CRIMINAL"
Bronx,10/30/2023,Special Event,Ferry Point Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Bronx,10/30/2023,Special Event,Ferry Point Park,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Bronx,11/01/2023,Sport - Youth,Bicentennial Veterans Memorial Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Bronx,11/07/2023,Sport - Youth,Castle Hill Little League,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Bronx,11/07/2023,Sport - Youth,Castle Hill Little League,FELONY,STRANGULATION 1ST
Bronx,11/08/2023,Sport - Youth,Bicentennial Veterans Memorial Park,FELONY,"CONTROLLED SUBSTANCE,SALE 3"
Bronx,11/09/2023,Sport - Youth,P.S. 29 Ball Field,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,11/14/2023,Special Event,Ferry Point Park,FELONY,"LARCENY,GRAND OF AUTO"
Bronx,11/16/2023,Sport - Youth,Ferry Point Park,MISDEMEANOR,ASSAULT 3
Bronx,11/16/2023,Sport - Youth,Ferry Point Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Bronx,11/19/2023,Sport - Youth,Ferry Point Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,11/26/2023,Sport - Adult,Soundview Park,MISDEMEANOR,RECKLESS ENDANGERMENT 2
Bronx,11/28/2023,Sport - Youth,Ambrosini Field,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,11/30/2023,Sport - Youth,Field Of Dreams Park,FELONY,"MISCHIEF,CRIMINAL,    UNCL 2ND"
Bronx,12/01/2023,Sport - Youth,Seton Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Bronx,12/02/2023,Sport - Youth,Crotona Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,12/02/2023,Sport - Youth,Crotona Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Bronx,12/05/2023,Sport - Youth,Seton Park,MISDEMEANOR,"FORGERY,ETC.-MISD."
Bronx,12/06/2023,Sport - Youth,Field Of Dreams Park,FELONY,STRANGULATION 1ST
Bronx,12/08/2023,Special Event,Owen F. Dolen Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Bronx,12/11/2023,Special Event,Hunts PointPlayground,MISDEMEANOR,ASSAULT 3
Bronx,12/11/2023,Special Event,Hunts PointPlayground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/13/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,12/15/2023,Sport - Youth,Marble Hill Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Bronx,12/16/2023,Sport - Youth,Parque De Los Ninos,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,12/18/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/18/2023,Sport - Adult,Van Cortlandt Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,12/19/2023,Special Event,Ferry Point Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Bronx,12/20/2023,Sport - Youth,Field Of Dreams Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Bronx,12/21/2023,Sport - Youth,Pelham Bay Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Bronx,12/22/2023,Special Event,Bell Tower Park,FELONY,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES"
Bronx,12/22/2023,Special Event,Bell Tower Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Bronx,12/24/2023,Sport - Youth,Soundview Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/25/2023,Sport - Youth,Soundview Park,FELONY,CRIMINAL CONTEMPT 1
Bronx,12/26/2023,Special Event,Bell Tower Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,12/28/2023,Sport - Youth,Patterson Playground,FELONY,"BURGLARY,COMMERCIAL,NIGHT"
Bronx,12/28/2023,Sport - Youth,Patterson Playground,FELONY,"LARCENY,GRAND FROM STORE-SHOPL"
Bronx,12/29/2023,Sport - Youth,Patterson Playground,FELONY,"ARSON 2,3,4"
Bronx,12/29/2023,Sport - Youth,Patterson Playground,FELONY,"BURGLARY,UNCLASSIFIED,DAY"
Bronx,12/29/2023,Sport - Youth,Patterson Playground,FELONY,CRIMINAL CONTEMPT 1
Bronx,12/29/2023,Sport - Youth,Patterson Playground,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Bronx,12/29/2023,Sport - Youth,Patterson Playground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,FELONY,"MISCHIEF, CRIMINAL 3 & 2, OF M"
Brooklyn,04/23/2023,Special Event,Marine Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,04/25/2023,Sport - Adult,Prospect Park,FELONY,"PERJURY 2,1,ETC"
Brooklyn,05/17/2023,Sport - Youth,Bath Beach Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,05/22/2023,Sport - Youth,Jacob Joffe Fields,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Brooklyn,06/01/2023,Special Event,Friends Field,MISDEMEANOR,ASSAULT 3
Brooklyn,06/25/2023,Special Event,Marine Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,07/01/2023,Special Event,Sunset Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,07/03/2023,Special Event,Bill Brown Playground,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Brooklyn,07/04/2023,Special Event,Van Voorhees Playground,FELONY,STRANGULATION 1ST
Brooklyn,07/31/2023,Special Event,Colonel David Marcus Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Brooklyn,08/02/2023,Special Event,Bushwick Inlet Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,08/08/2023,Special Event,Park Slope Playground (PS 282),MISDEMEANOR,"LARCENY,PETIT BY CREDIT CARD U"
Brooklyn,08/11/2023,Special Event,Calvert Vaux Park,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT"
Brooklyn,08/30/2023,Sport - Youth,Breukelen Ballfields (PS 260 - Playground only),MISDEMEANOR,ASSAULT 3
Brooklyn,09/07/2023,Sport - Youth,Dean Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,09/15/2023,Special Event,Van Voorhees Playground,FELONY,"CONTROLLED SUBSTANCE, SALE 5"
Brooklyn,10/01/2023,Special Event,Canarsie Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Brooklyn,10/04/2023,Special Event,Brownsville Recreation Center Playground,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,10/04/2023,Special Event,Brownsville Recreation Center Playground,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Brooklyn,10/04/2023,Special Event,Brownsville Recreation Center Playground,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Brooklyn,10/05/2023,Sport - Adult,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Brooklyn,10/06/2023,Sport - Adult,Parade Ground,FELONY,CRIMINAL CONTEMPT 1
Brooklyn,10/07/2023,Sport - Youth,Winthrop Playground (PS 92),FELONY,RAPE 2
Brooklyn,10/07/2023,Sport - Youth,Winthrop Playground (PS 92),MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Brooklyn,10/11/2023,Special Event,Shore Parkway,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,10/13/2023,Sport - Adult,McCarren Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Brooklyn,10/27/2023,Special Event,Bush Terminal Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Brooklyn,10/30/2023,Special Event,Taaffe Playground,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Brooklyn,11/01/2023,Special Event,Martin Luther King Jr. Playground,FELONY,"STOLEN PROPERTY 2,1,POSSESSION"
Brooklyn,11/02/2023,Sport - Youth,Bushwick Inlet Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,11/08/2023,Sport - Youth,Bath Beach Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Brooklyn,11/09/2023,Sport - Adult,Ericsson Playground (JHS 126),FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Brooklyn,11/11/2023,Sport - Adult,McLaughlin Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Brooklyn,11/15/2023,Sport - Adult,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED"
Brooklyn,11/21/2023,Sport - Youth,Bushwick Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Brooklyn,11/21/2023,Sport - Youth,Bushwick Playground,FELONY,"MISCHIEF,CRIMINAL,    UNCL 2ND"
Brooklyn,11/23/2023,Sport - Youth,Newtown Barge Playground,FELONY,"LARCENY,GRAND BY EXTORTION"
Brooklyn,11/23/2023,Sport - Youth,Newtown Barge Playground,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Brooklyn,11/24/2023,Sport - Youth,Betsy Head Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,11/27/2023,Sport - Adult,Parade Ground,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,11/28/2023,Sport - Youth,Mckinley Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,12/01/2023,Special Event,Taaffe Playground,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Brooklyn,12/04/2023,Special Event,Carroll Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Brooklyn,12/05/2023,Sport - Youth,JHS 51 JOP,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Brooklyn,12/06/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Brooklyn,12/07/2023,Special Event,Greenstreet @ Bay 54 St & Cropsey,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,12/09/2023,Special Event,McLaughlin Park,FELONY,COMPUTER TAMPER/TRESSPASS
Brooklyn,12/09/2023,Special Event,McLaughlin Park,FELONY,"TAMPERING 1,CRIMINAL"
Brooklyn,12/09/2023,Special Event,McLaughlin Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Brooklyn,12/12/2023,Special Event,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)"
Brooklyn,12/15/2023,Special Event,Prospect Park,FELONY,"LARCENY,GRAND OF AUTO"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Brooklyn,12/21/2023,Special Event,Fort Greene Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Brooklyn,12/22/2023,Special Event,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY EXTORTION"
Brooklyn,12/23/2023,Special Event,Paerdegat Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Brooklyn,12/23/2023,Special Event,Paerdegat Park,FELONY,RAPE 2
Brooklyn,12/23/2023,Special Event,Paerdegat Park,MISDEMEANOR,"LARCENY,PETIT FROM AUTO"
Brooklyn,12/24/2023,Sport - Youth,Bill Brown Playground,MISDEMEANOR,ASSAULT 3
Brooklyn,12/27/2023,Special Event,American Playground,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Brooklyn,12/28/2023,Sport - Youth,Dyker Beach Park,FELONY,STRANGULATION 1ST
Brooklyn,12/28/2023,Sport - Youth,Dyker Beach Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"BURGLARY,COMMERCIAL,NIGHT"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,CRIMINAL MIS 2 & 3
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"RAPE 1,ATTEMPT"
Brooklyn,12/30/2023,Special Event,Herbert Von King Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,FELONY,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,RECKLESS ENDANGERMENT OF PROPE
Manhattan,03/12/2023,Special Event,Dag Hammarskjold Plaza,MISDEMEANOR,"FORGERY,ETC.-MISD."
Manhattan,04/08/2023,Special Event,Central Park,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Manhattan,05/01/2023,Special Event,Corlears Hook Park,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Manhattan,05/23/2023,Special Event,Washington Square Park,MISDEMEANOR,ASSAULT 3
Manhattan,06/15/2023,Special Event,Randall's Island Park,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Manhattan,06/20/2023,Special Event,Bryant Park,FELONY,"TAMPERING 1,CRIMINAL"
